Authors,Pub.Year,Journal,Species,Taxon.group,Year/Year.Span,Population,Study.ID,Subset,NC,CombNC,NC.type,Trait.Name,Trait.Class,Fitness.Measure.Defined,Fit.Comp,Grad.linear.value,Grad.linear.StErr,Same.Study,Birds,Physical.Artifact,Other.Org.NC,Multiple.Species,Borderline.ambiguous.case
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,-0.07,0.183,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,-0.051,0.061,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,0.067,0.128,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,0.244,0.197,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,0.022,0.159,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,0.07,0.242,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,0.392,0.167,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,0.009,0.063,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,-0.121,0.106,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,-0.007,0.178,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,116,N,N,NA,incisor breadth -  adult males,OtherMO,survival,S,-0.052,0.114,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,0,0.051,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,0.078,0.062,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,-0.001,0.016,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,-0.019,0.03,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,-0.036,0.044,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,117,N,N,NA,incisor breadth - adult females,OtherMO,survival,S,0.017,0.02,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,0.113,0.072,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,0.118,0.282,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,-0.098,0.07,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,-0.144,0.14,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,-0.11,0.371,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1995,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,-0.108,0.062,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,118,N,N,NA,incisor breadth - juveniles,OtherMO,survival,S,-0.285,0.175,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,119,N,N,NA,Clutch size,OtherLH,Survival rate of offspring (absolute recruitment),S,0.291,0.259,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,119,N,N,NA,Clutch size,OtherLH,Survival rate of offspring (absolute recruitment),S,0.104,0.526,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,120,N,N,NA,Female condition,OtherMO,Survival rate of offspring (absolute recruitment),S,0.122,0.452,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,120,N,N,NA,Female condition,OtherMO,Survival rate of offspring (absolute recruitment),S,-0.089,0.509,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,121,N,N,NA,Female condition,OtherMO,Survival rate of offspring (proportion),S,0.276,0.485,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,121,N,N,NA,Female condition,OtherMO,Survival rate of offspring (proportion),S,-0.22,0.378,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,122,N,N,NA,Female mass,Size,Survival rate of offspring (absolute recruitment),S,-0.595,0.454,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,122,N,N,NA,Female mass,Size,Survival rate of offspring (absolute recruitment),S,-0.052,0.831,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,123,N,N,NA,Female mass,Size,Survival rate of offspring (proportion),S,-0.759,0.472,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,123,N,N,NA,Female mass,Size,Survival rate of offspring (proportion),S,0.111,0.507,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,124,N,N,NA,Laying date,Phen,Survival rate of offspring (absolute recruitment),S,-0.022,0.35,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,124,N,N,NA,Laying date,Phen,Survival rate of offspring (absolute recruitment),S,-1.993,1.7,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,125,N,N,NA,Laying date,Phen,Survival rate of offspring (proportion),S,0.039,0.378,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,125,N,N,NA,Laying date,Phen,Survival rate of offspring (proportion),S,-1.804,1.368,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,126,N,N,NA,Number of partners,BE,Survival rate of offspring (absolute recruitment),S,0.422,0.232,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,126,N,N,NA,Number of partners,BE,Survival rate of offspring (absolute recruitment),S,-0.009,0.315,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,127,N,N,NA,Number of partners,BE,Survival rate of offspring (proportion),S,0.511,0.237,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,127,N,N,NA,Number of partners,BE,Survival rate of offspring (proportion),S,-0.041,0.256,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,128,N,N,NA,Offspring mass,Size,Survival rate of offspring (absolute recruitment),S,0.569,0.309,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,128,N,N,NA,Offspring mass,Size,Survival rate of offspring (absolute recruitment),S,0.492,0.516,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1989,"south of Gothenburg, Sweden",24,129,N,N,NA,Offspring mass,Size,Survival rate of offspring (proportion),S,0.624,0.257,0,0,NA,NA,NA,0
Olsson and Madsen,2001,Functional Ecology,Lacerta agilis,V,1990,"south of Gothenburg, Sweden",24,129,N,N,NA,Offspring mass,Size,Survival rate of offspring (proportion),S,0.465,0.368,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1991,"Estacion de Biologia Chamela, Mexico",25,130,N,N,NA,Androecium biomass,OtherMO,Fecundity - fruit production,F,0.2,0.17,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1992,"Estacion de Biologia Chamela, Mexico",25,130,N,N,NA,Androecium biomass,OtherMO,Fecundity - fruit production,F,0.41,0.53,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1991,"Estacion de Biologia Chamela, Mexico",25,131,N,N,NA,Gynoecium biomass,OtherMO,Fecundity - fruit production,F,0.43,0.199,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1992,"Estacion de Biologia Chamela, Mexico",25,131,N,N,NA,Gynoecium biomass,OtherMO,Fecundity - fruit production,F,0.09,0.07,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1991,"Estacion de Biologia Chamela, Mexico",25,132,N,N,NA,Petals biomass,OtherMO,Fecundity - fruit production,F,0.16,0.16,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1992,"Estacion de Biologia Chamela, Mexico",25,132,N,N,NA,Petals biomass,OtherMO,Fecundity - fruit production,F,0.09,0.25,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1991,"Estacion de Biologia Chamela, Mexico",25,133,N,N,NA,Sepals,OtherMO,Fecundity - fruit production,F,0.0064,0.17,0,0,NA,NA,NA,0
Parra-Tabla and Bullock,2000,Plant Systematics and Evolution,Ipomoea wolcottiana,P,1992,"Estacion de Biologia Chamela, Mexico",25,133,N,N,NA,Sepals,OtherMO,Fecundity - fruit production,F,0.001,0.23,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Anduze,26,134,N,N,NA,date of initial flowering,Phen,annual seed production,F,-0.25,0.43,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Anduze,26,134,N,N,NA,date of initial flowering,Phen,annual seed production,F,-0.7,0.6,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Anduze,26,135,N,N,NA,flowering duration,Phen,annual seed production,F,0.7,0.34,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Anduze,26,135,N,N,NA,flowering duration,Phen,annual seed production,F,0.05,0.39,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Anduze,26,136,N,N,NA,flowering synchronization,Phen,annual seed production,F,-0.25,0.34,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Anduze,26,136,N,N,NA,flowering synchronization,Phen,annual seed production,F,-0.39,0.41,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Anduze,26,137,N,N,NA,leaf surface area,OtherMO,annual seed production,F,0.2,0.27,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Anduze,26,137,N,N,NA,leaf surface area,OtherMO,annual seed production,F,-0.44,0.25,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Anduze,26,138,N,N,NA,stem height ,OtherMO,annual seed production,F,0.04,0.3,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Anduze,26,138,N,N,NA,stem height ,OtherMO,annual seed production,F,0.25,0.27,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Laverune,26,139,N,N,NA,date of initial flowering,Phen,annual seed production,F,0.11,0.3,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Laverune,26,139,N,N,NA,date of initial flowering,Phen,annual seed production,F,-0.09,0.17,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Laverune,26,140,N,N,NA,flowering duration,Phen,annual seed production,F,0.3,0.31,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Laverune,26,140,N,N,NA,flowering duration,Phen,annual seed production,F,-0.02,0.19,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Laverune,26,141,N,N,NA,flowering synchronization,Phen,annual seed production,F,0.3,0.32,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Laverune,26,141,N,N,NA,flowering synchronization,Phen,annual seed production,F,-0.23,0.2,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Laverune,26,142,N,N,NA,leaf surface area,OtherMO,annual seed production,F,0.54,0.21,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Laverune,26,142,N,N,NA,leaf surface area,OtherMO,annual seed production,F,0.14,0.16,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1995,Laverune,26,143,N,N,NA,stem height ,OtherMO,annual seed production,F,0.21,0.19,0,0,NA,NA,NA,0
Petit and Thompson,1998,Journal of Ecology,Arrhenatherum elatius,P,1996,Laverune,26,143,N,N,NA,stem height ,OtherMO,annual seed production,F,0.43,0.16,0,0,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1993,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.545,0.566,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1994,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.032,0.426,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1995,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.089,0.321,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1996,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.043,0.189,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1997,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.338,0.371,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1998,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.18,0.293,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1999,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.385,0.48,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2000,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.553,0.217,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2001,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.154,0.213,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2002,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.229,0.248,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2003,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.185,0.259,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2004,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.461,0.275,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2005,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.055,0.298,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2006,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.4,0.293,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2007,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.367,0.291,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2008,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.543,0.389,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2009,Deciduous-Mur0,27,144,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.035,0.27,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1993,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.083,0.566,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1994,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.061,0.426,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1995,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.002,0.321,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1996,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.234,0.189,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1997,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.074,0.371,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1998,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.169,0.293,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1999,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.023,0.48,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2000,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.12,0.217,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2001,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.485,0.213,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2002,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.542,0.248,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2003,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.594,0.259,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2004,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.118,0.275,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2005,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.399,0.198,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2006,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.09,0.293,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2007,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.272,0.291,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2008,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,0.035,0.389,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2009,Deciduous-Mur0,27,145,N,N,NA,laying date ,Phen,annual number of recruits,F,-0.283,0.27,1,1,NA,NA,NA,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1998,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.647,0.934,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,1999,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,2.757,2.489,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2000,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.408,0.588,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2001,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.125,0.358,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2002,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.368,0.695,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2003,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.384,0.408,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2004,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.326,0.321,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2005,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.085,0.319,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2006,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,0.713,0.489,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2007,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.386,0.559,1,1,1,0,0,0
Porlier et al,2012,Journal of Animal Ecology,Cyanistes caeruleus,V,2008,Evergreen-Muro,27,146,M,Y,C,Clutch Size,OtherLH,annual number of recruits,F,-0.127,0.544,1,1,1,0,0,0
